乛,1,0,0,1
⺊,1,1,0,0
𧰨,0,1,3,4,
𦣝,4,4,0,0
&CDP-89C5;,5,5,0,0
丆,1,1,0,1
上,2,1,0,0
心,0,1,2,1
𫝀,2,2,0,0,
手,3,1,1,1
川,0,3,0,1
⿷,0,0,0,0
𤴔,2,2,0,2
斥,1,2,1,2
丑,3,2,0,0
丰,3,1,0,0
卅,1,3,0,1
禺,5,5,1,1
承,5,1,2,3,
角,4,3,1,3
为,1,2,3,1
亅,0,1,1,0
己,3,2,0,0
&CDP-8A77;,2,3,1,0
刀,1,2,1,1
末,2,1,1,1
&CDP-88D4;,4,3,1,1
页,2,3,1,2
二,2,0,0,0
歺,2,1,1,2
禹,4,5,1,2
永,2,1,3,2,
三,3,0,0,0
熏,6,3,4,2
&CDP-8964;,2,3,3,1
⿺,0,0,0,0
州,0,3,2,2
久,1,0,1,2
龴,1,0,1,1
石,3,2,0,1
耒,3,1,1,1
丹,2,2,2,1
乁,1,0,1,0
&CDP-895C;,0,0,1,3
黑,4,3,4,2
弋,1,1,2,0
卌,1,4,0,0
亻,0,1,0,1
&CDP-88B9;,3,1,0,0
世,3,3,0,0
爿,2,3,0,1
必,0,1,3,2
孑,2,1,1,1
乎,2,1,2,2
&CDP-8A4D;,0,0,2,2
疋,3,1,1,2
东,2,1,1,2
且,4,2,0,0
氺,0,1,3,2
镸,5,1,1,1
冫,0,0,1,1
比,2,2,0,2
&CDP-88F1;,1,1,0,1
𠃜,2,3,0,1,
申,3,3,0,0
月,3,2,1,1
也,1,4,1,1
𡿨,0,0,1,1
歹,2,0,1,2
身,4,2,1,2
艮,3,2,1,2
,1,1,1,0
&CDP-85F0;,0,2,1,1
犬,1,1,2,1
戋,2,1,1,1
癶,1,0,2,3
巳,3,2,0,0
象,3,3,2,6
⺗,0,1,3,1
戈,1,1,2,1
更,4,3,1,1
&CDP-88C8;,3,2,0,0
廾,1,2,0,1
&CDP-885E;,0,1,1,1
乃,2,2,0,2
㇣,2,2,0,0,
父,0,0,2,2
毛,3,1,0,1
頁,5,2,1,2
白,3,2,0,1
皮,2,2,1,3
ユ,2,1,0,0
爪,1,3,1,2
,1,0,0,1
氵,0,0,2,1,
冎,3,5,1,0
门,1,2,2,0
龙,2,2,1,2
禸,2,2,2,1,
龶,3,1,0,0
土,2,1,0,0
吏,3,3,1,1
求,1,1,3,3,
㡀,1,3,3,2
夬,2,2,1,1
豕,1,1,2,4
中,2,3,0,0
丷,0,0,1,1
以,0,2,2,2
鬼,5,2,1,3
粛,4,5,2,3
乗,4,3,1,2
夂,1,0,1,2
卍,3,3,0,0
韦,3,2,1,0
&CDP-8BCB;,3,4,0,1
攵,1,0,1,2
舟,2,2,3,2
⺋,2,2,1,0
十,1,1,0,0
下,1,1,1,0
𠂊,1,0,0,2
干,2,1,0,0
雨,2,3,5,0
目,4,2,0,0
央,2,3,1,1
朩,1,1,2,1
巛,0,0,3,3
肅,8,8,0,1
电,4,3,0,0
匕,1,2,0,1
&CDP-8AEB;,6,10,0,0
甲,3,3,0,0
𣥂,0,1,0,2,
⿸,0,0,0,0
㇀,0,0,0,1
覀,3,4,0,0
西,3,4,0,1
&CDP-8AF2;,4,4,0,0
言,5,2,1,0
$,0,0,0,0
